study_id,form,study,binder,sex/gender,date filled,age_days,age_mos,completedby,respname,respno,reactmd,arehngry,aretired,becarefl,bequiet,claphand,cgdiaper,comehere,mdhome,wantmore,dontdo,dontouch,getup,givemom,givehug,givekiss,goget,goodgb,holdstil,gobyebye,lookhere,openmth,sitdown,spitout,stopit,gonight,throwbll,litpiggy,wantride,imitate,label,baabaa,choochoo,cockddld,grr,meow,moo,ouch,quackqck,uhoh,vroom,woofwoof,yumyum,animal,bear,bee,bird,bug,bunny,buttrfly,cat,chicken1,cow,deer,dog,donkey,duck,elephant,fish1,frog,giraffe,goose,horse,kitty,lamb,lion,monkey,mouse,owl,penguin,pig,pony,puppy,sheep,squirrel,teddyber,tiger,turkey,turtle,airplane,bicycle,bus,car,firetrck,motrcycl,stroller,train,truck,ball,balloon,block,book,bubbles,doll,pen,toy,apple,banana,bread,butter,cake,candy,carrots,cereal,cheerios,cheese,chicken2,coffee,cookie,cracker,drink1,egg,fish2,food,icecream,juice,meat,milk,noodles,orange1,peas,pizza,raisin,spaghett,toast,water1,beads,bib,boots,button,coat,diaper,dress,hat,jacket,jeans,necklace,pajamas,pants,shirt,shoe,shorts,sock,sweater,zipper,arm,bllybttn,cheek,ear,eye,face,foot,finger,hair,hand,head,knee,leg,mouth,nose,owie,tooth,toe,tongue,tummy,blanket,bottle,bowl,box,broom,brush,clock,comb,cup,dish,fork,glass,glasses,hammer,keys,lamp,light,medicine,money,paper,penny,picture,pillow,plant,plate,purse,radio,scissors,soap,spoon,telephone,toothbrush,towel,trash,vacuum,watch1,bathroom,bathtub,bed,bedroom,chair,couch,crib,door,drawer,garage,highchar,kitchen,livingrm,oven,playpen,potty,refrigerator,rockingchair,sink,stairs,stove,table,tv,window,backyard,beach,church,flower,garden,home,house,moon,outside,park,party,pool,rain,rock,school,shovel,sky,slide1,snow,star,store,sun,swing1,tree,water2,work1,zoo,aunt,baby,babysttr,babysittername,boy,brother,child,daddy,girl,grandma,grandpa,lady,man,mommy,childname,people,person,sister,teacher,uncle,bath,breakfst,bye,dinner,dont,hello,hi,lunch,nap,nghtnght,no,patycak,peekaboo,please,shh,thankyou,wait,wanna,yes,bite,blow,break,bring,bump,clean1,close,cry,dance,draw,drink2,drive,eat,fall,feed,finish,get,give,go,help,hit,hug,hurry,jump,kick,kiss,look,love,open,play,pull,push,put,read,ride,run,say,see,show,sing,sleep,smile,splash,stop,swim,swing2,take,throw,tickle,touch,watch2,walk,wash,wipe,write,day,later,morning,night,now,today,tomorrow,tonight,allgone,asleep,bad,big,blue,broken,careful,clean2,cold,cute,dark,dirty,dry2,empty,fast,fine,gentle,good,happy,hard,hot,hungry,hurt,little,naughty,nice,old,pretty,red,scared,sick,sleepy,soft,thirsty,tired,wet,yucky,her,his,i,it,me,mine,my,that,this,you,your,how,what,when,where,who,why,away,back,down,in,inside,off,on,out,there,underprep,upprep,allquant,another,more,none,notquant,other,same,some,armshow,reachout,points,waves,pickup,shakhead,nodhead,showhush,request,blowkiss,smacklip,shrugs,playpeek,patycak2,sobig,chase,dosing,dodance,eatspoon,drinkcup,combhair,bshteeth,wipeface,puthat,putshoe,putwatch,ptdsleep,blowhot,flyplane,ptndtele,snifflow,pushcar,throwges,ptndpour,ptndstir,putobed,cover,feedbotl,feedspon,brushit,burbit,pushit,rockit,kissit,dressit,wipeit,talkit,diaperit,sweep,putkey,pound,usesaw,type,ptndread,dovacuum,waterplt,playmus,ptnddriv,washdish,usecloth,usepen,dig,wearglas,playpretend,id,Comp_items,Comp_items_tot,Prod_items,subnum,Sex,border,numkids,Ethnicity,race,eth,momed,hollingshead,age,Comp,Compptile,Prod,Prodptile,Totgest,Totgestptile,Phrases,Phrasesptile
10093,english_wg,totlot2,totlot2_18m_10091-.pdf,M,2008-06-12,608,19,"Mother, Father",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,n,n,,1,,,1,1,,1,1,,1,1,,,,1,1,1,,1,1,1,,1,,1,1,1,1,,,1,1,,1,1,,,1,1,1,1,,,1,1,,1,1,,1,1,1,1,1,1,1,2,1,1,1,1,,,1,1,1,1,,,,1,,1,1,1,,1,1,1,,,1,1,,1,1,,,1,,,,,1,,1,,,,1,,1,1,,,1,,,1,,1,,,1,,,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,,1,1,1,,1,,1,,1,,,1,1,,,,1,,,,1,1,,,,1,1,,1,1,1,,,1,1,,1,1,,1,,,1,,,1,,1,1,1,,1,,1,,1,1,1,1,1,,,,,1,,1,1,,,1,1,1,1,1,1,,,1,1,1,1,,,1,,1,1,,,,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,,,,,,,1,,1,,1,,,,,1,1,1,,,,,,1,,1,,1,,,,1,,,,1,1,,1,,,1,,,,,1,1,1,1,1,1,,,1,1,1,1,1,,,1,,1,,1,,,,,,,,,1,,,1,1,,,,,,1,,1,1,,1,,,1,,1,1,1,1,1,1,1,,1,,1,1,1,,,1,1,1,,1,,1,,,1,,,1,,1,,,1,,1,1,,,1,,,o,o,o,o,o,o,n,o,s,s,n,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,10093,217,218,1,10093,M,1,1,M,M,NA,15,52,18,142,14,3,5,32,5,19,13
10094,english_wg,totlot2,totlot2_18m_10091-.pdf,M,2008-05-20,550,18,Mother,1,1,1,,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,,,s,n,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,2,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,1,,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,1,,1,,,,1,,1,,,1,,,1,,,,,,,,1,1,,1,1,,,1,1,,1,,,1,,,,,,1,,1,,,,,,,1,,,,,,,1,,,1,1,,,,,,,,,,,,,,,1,,,1,,,,,1,,1,,1,,,,1,1,1,1,1,,1,1,,2,,,2,,,1,1,1,1,1,,,,,1,,1,,,1,,,1,,1,1,1,1,1,,1,,1,1,1,,,1,,1,1,1,1,,1,,,,,1,,1,,1,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,s,s,o,s,s,s,n,n,s,n,s,s,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,10094,99,102,3,10094,M,3,3,B,B,NA,13,31,16,111,23,1,5,27,10,21,30
10095,english_wg,totlot2,totlot2_18m_10091-.pdf,F,2008-05-15,588,19,Mother,1,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,,,1,,,,s,s,2,2,,2,2,2,1,2,2,2,2,1,,1,,2,,2,,2,,2,,2,,2,,,,,,1,1,,,2,2,,,,,,2,,,1,,,1,2,,2,2,2,2,2,1,2,1,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,2,2,,,,,,,,,,,1,,,,,,,,,2,,2,,,,2,,,2,,,,,,,,,1,2,,,,,2,2,,1,,,2,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,2,,,,1,,2,,,,,,2,,,,,,,1,,1,,,,,,,2,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,1,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,o,o,o,s,s,s,n,n,n,s,n,n,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,10095,29,74,45,10095,F,3,3,W,W,NA,18,65,16,19,0,12,15,28,8,9,5
10096,english_wg,totlot2,totlot2_18m_10091-.pdf,M,2008-06-02,544,17,Father,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,1,,,,,,,,,2,2,2,2,2,1,1,2,2,2,,,1,,2,2,,2,2,,,,2,1,2,1,2,2,1,,2,2,,1,2,,2,2,,,2,,1,1,1,2,2,2,2,2,2,2,2,,1,2,2,2,,2,2,,,,2,2,,,,,,,,2,,,,2,,,,2,2,2,,2,,,,2,,,1,2,,,,2,1,1,1,2,1,,,1,,1,2,,2,,2,,2,,2,2,,1,1,2,1,2,,,1,2,2,2,2,2,1,,1,,,1,1,2,,,,,,,,2,,2,,,,,2,1,,,,,,,,,1,,1,1,2,,1,2,,1,1,,2,,,,,,1,,1,1,,,,,,2,,,2,,2,,,,2,2,2,,2,,2,,,,1,,,,2,1,2,2,,,,2,,,,,,2,2,2,2,,,2,,,,,,,2,,2,,1,1,2,,1,2,2,1,1,2,2,2,2,1,,2,1,1,1,2,2,2,1,1,,1,,2,,,,1,1,2,,,1,1,2,2,1,1,,2,1,1,1,,,2,2,,1,,,1,,,1,,1,1,1,,,,,2,1,,,,,,,,,,2,,,1,,2,1,1,2,,,1,,,,,1,,,,2,1,,,,1,,2,,,,,,,,1,2,,,,,,,,,,,,,2,,1,,,,,2,,1,2,2,,,1,2,,,2,,,,,,,,o,o,s,s,n,n,o,s,n,o,,1,,1,1,1,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,0,0,1,0,1,0,,0,0,,1,0,0,,0,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,10096,77,194,117,10096,M,1,2,B,B,NA,16,54,16,152,38,91,88,41,55,23,40
10097,english_wg,totlot2,totlot2_18m_10091-.pdf,F,2008-08-11,550,18,"Mother, Father",1,1,1,,1,,,1,1,1,1,,1,1,,1,1,1,1,1,,1,1,,,1,1,,1,,,s,n,,,,2,,,,,,,,,,1,,1,1,1,1,1,1,,,1,,,1,1,1,1,,,1,1,,1,,1,1,1,,1,1,,1,1,,1,,,,2,,,1,,,2,,1,2,,1,2,,1,1,,,,,1,1,1,,,,1,,1,,,,1,,,1,,,,,,,,1,,1,,,,1,,,,,,,1,1,2,,1,,,,1,1,1,1,,1,1,1,1,,,,1,1,,1,,,,1,2,,,,,,,1,,,,1,,1,,,,,1,,,,,,,,,,,1,,,,,,1,1,1,,1,1,,1,,,1,1,,,,,,,,,,,1,1,,,,2,,1,,,1,,,,,,,1,,,,1,,1,,,1,,,,2,,1,,,,2,,2,1,,,2,1,,,,,,1,,2,1,,,2,,,1,1,,1,,,1,,,1,,,,1,,,,,,1,1,,,,,,1,1,1,,,1,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,1,,,,1,,,,,,,1,,,,1,,,,,,,,,,,o,o,s,s,o,o,s,n,o,n,s,n,1,,1,1,,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,10097,102,118,16,10097,F,1,1,W,W,NA,18,64,16,45,0,9,16,37,24,11,10
10098,english_wg,totlot2,totlot2_18m_10091-.pdf,M,2008-09-03,554,18,Mother,,,,1,1,,,1,1,1,1,1,,,,1,1,1,1,,,,,1,1,1,,1,1,1,,n,n,,2,,2,2,,2,,2,,2,2,,1,,2,,,,1,,,,2,,1,,2,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,1,,2,,,1,,,,,2,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,1,,,,,,,1,,,,,,,,,,,1,,1,1,,,,,1,,,1,,1,1,1,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,2,,,,,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,1,1,,,,,1,,,,1,,2,,2,2,,,2,1,,,,,,2,,2,,,2,2,,1,,1,,2,,,2,,,2,,,,1,,,,,1,,1,,1,,,,1,1,1,,1,1,,1,,1,,,,,,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,o,o,o,o,o,o,o,n,o,o,o,,1,0,0,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,10098,57,83,26,10098,M,2,2,W,W,NA,16,53,16,30,0,13,27,41,55,3,0
10099,english_wg,totlot2,totlot2_18m_10091-.pdf,M,2008-09-11,555,18,Mother,1,1,1,1,1,1,,1,1,1,1,1,,,1,1,1,1,1,,,,1,1,1,1,,,1,,1,s,n,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,1,,2,1,,,,,1,1,,,,,1,1,,,,,,,,,,,,,2,,,,,1,,1,2,,1,,,,2,,1,,,,,,,2,,,,,,1,,,,,,,,,,,,,,1,,,1,1,,2,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,1,,,1,1,,,,1,,,,,,,,,1,,2,,,,2,,,,,,2,,,,,,2,1,,,,1,,2,1,2,,,1,1,,,,2,,,1,1,1,1,,,1,1,,1,,,,,1,1,1,,1,1,,,1,1,1,1,1,1,1,,,1,1,,1,1,,,1,1,1,1,,,1,1,1,,1,1,,1,1,1,,1,1,1,1,1,,,,,,1,,,,2,,,,,1,1,,1,,,,,,,,1,1,1,,1,1,1,,,,,,,,,1,1,,1,,1,,,,,,,,2,,,,,2,,2,,,1,,1,1,,1,1,,,,1,,,2,,,,,,,o,o,n,o,,n,n,o,n,o,,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,10099,90,111,21,10099,M,2,2,W,W,NA,18,59,16,45,0,10,22,35,28,17,28
10100,english_wg,totlot2,totlot2_18m_10091-.pdf,F,2008-08-05,575,18,Mother,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,,,,1,,s,s,2,1,1,2,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,,1,,1,,1,1,1,1,1,,1,1,1,1,1,1,,,1,,1,1,1,1,1,,,1,1,1,1,,1,1,1,,2,1,1,1,2,1,,1,,1,,,,,,,1,2,,,1,1,1,,1,1,1,,,1,,,2,,,1,1,1,,1,1,,,1,,1,,,,,1,,1,,1,,,,,,1,1,,1,,1,1,1,,,1,1,,1,,,,1,1,,,,1,,,1,,,,1,,,,1,1,,,,,,,,,,,,,1,1,,,,,1,1,1,,1,,1,1,,,1,,,,,1,,,,,,1,,,,,,1,,1,,1,1,1,,,,,,,,1,,,,,1,,,,,,2,,,,,,2,,2,2,,,2,2,,,,,,1,1,2,1,1,,1,,1,2,2,1,1,,1,,,,1,,,,,,,,1,1,1,1,1,1,1,,,,1,1,,,1,,,,1,1,,1,,,,,,,1,,,1,,1,,,1,,1,,1,,,,,,,,,,,1,,,,,1,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,1,,,1,1,,,,1,,,1,,,,,,o,o,o,o,o,,s,n,n,o,s,n,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,,0,1,1,0,,0,1,0,0,1,1,0,0,1,1,1,1,10100,139,159,20,10100,F,1,1,W,W,NA,18,57,16,92,14,3,8,39,30,23,50
10101,english_wg,totlot2,totlot2_18m_10091-.pdf,M,2008-09-29,563,18,Mother,1,1,1,1,1,,,1,,,1,1,,,,1,,1,,,,1,1,,1,,,,,,,s,n,,,,,1,,,1,,2,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,1,,1,1,,,,1,1,,,,,,1,1,1,,,,1,1,,,,1,,,1,,,,,1,,,1,,,,,,1,,2,,,1,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,1,,,,,1,,1,,,,,,,,,,2,,2,1,,,2,1,,,,,,1,,2,,,2,,,1,,,,2,,,,,2,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,1,1,,,,,,,,,2,,,,2,,,,,,,,,,,1,,1,,,,,,1,,,2,,,,,,,s,s,o,s,,s,n,n,n,n,n,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,,,,,,,,,,,,,,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,10101,52,66,14,10101,M,2,2,W,W,NA,16,61,16,39,0,1,5,27,10,0,0
10102,english_wg,totlot2,totlot2_18m_10091-.pdf,F,2008-10-27,563,18,"Mother, Father",1,1,1,1,,,,1,1,1,1,1,1,,1,1,1,1,1,,,1,1,1,1,,1,,,,,s,n,2,1,1,1,1,2,1,1,2,1,,2,,,,1,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,,1,,,1,1,,1,1,,1,,2,,,2,2,1,,,,1,1,,1,1,1,,1,1,1,,,,1,,1,,,,,,,,1,,,,,,1,1,1,1,,,1,1,1,1,,1,,1,1,1,,1,1,,1,1,1,1,,,,1,1,,,,1,1,,,,,,,,,1,,1,,,,,,,,,,,,,,1,1,1,,1,1,1,1,1,1,,,,1,1,,1,1,1,1,,,1,,,,,1,,,,,,1,,,,,,,,1,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,1,,2,,1,1,,1,,,1,,,,1,,,,,1,1,1,1,1,,,,1,1,1,,,1,,,,1,1,,,,,,,1,,,,,,,1,,,,1,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,2,,,1,,,,,,o,o,o,o,o,o,n,n,n,n,o,s,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,,0,1,0,1,0,0,1,0,0,1,1,0,0,1,,1,1,10102,107,120,13,10102,F,2,2,W,W,NA,18,64,16,91,14,8,12,33,15,19,25
10103,english_wg,totlot2,totlot2_18m_10091-.pdf,F,2008-12-03,571,18,NA,1,1,1,1,1,,,1,1,1,1,1,1,,1,1,,,1,1,1,1,1,,1,,,1,1,,,n,n,,,,,,,,,2,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,1,,,,,,,,,1,,,,,,,2,1,,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,1,,1,1,,1,,1,,,,,,1,1,,,,1,1,1,1,,,,,,1,,,,,,1,,1,,,,,,,1,,,,,,1,1,1,,,,,1,,1,1,1,1,1,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,1,,,,,,1,1,1,1,,1,,1,,1,1,,1,1,,1,,,2,,,,1,,,,,,,,,,,,,1,,1,1,,,,,,,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,1,1,,,,2,,,,,,,,,,o,o,o,o,o,o,n,s,s,o,o,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,10103,72,79,7,10103,F,1,1,W,W,NA,18,66,17,108,11,1,5,30,0,27,75
10104,english_wg,totlot2,totlot2_18m_10091-.pdf,F,2009-01-13,581,19,Mother,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,s,n,2,,2,2,2,2,,2,2,,2,,,,,1,,2,,2,1,1,,1,,1,,,,,,,2,2,,,,,1,,,,,,,,,,,,,1,,,1,,,2,2,,,,,,,1,2,1,,1,1,1,1,1,2,,,2,2,1,,,,,,,2,1,1,,,1,,1,2,,,,,1,1,,,,,,1,1,1,2,,1,,,,2,,1,1,,1,1,1,,1,1,,1,1,2,,1,1,1,1,1,1,,,,,,,,1,,,,1,,1,1,,1,,,,,,,,,,1,,1,,1,,,,,1,1,1,,,,,,,1,,,,1,,,,,,,1,1,,,,1,,1,,,1,1,,,,,,,,,,,,,1,1,,1,1,,2,,2,,,,2,,1,1,,,2,2,,,2,,,1,1,2,1,1,,1,1,1,1,2,,2,,1,1,1,1,2,,1,,,,1,1,1,1,1,1,,1,,,,1,1,1,,,1,,1,,1,,1,,1,,,1,,,1,,1,,,,1,,,,1,1,1,1,1,,1,,1,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,1,2,,,1,,,,,,,,,,,1,,,,,,1,,,,,2,,,,,,s,s,s,o,o,o,s,n,o,n,s,n,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,,10104,113,149,36,10104,F,2,2,W,W,NA,18,61,16,45,0,9,13,29,9,18,23
10105,english_wg,totlot2,totlot2_18m_10091-.pdf,F,2008-07-09,574,18,Mother,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,s,s,,,,2,1,,2,1,2,,2,2,1,,,1,,1,1,1,,,,1,,2,,1,,,,,1,,,,,,,1,,1,,,,,,,1,,,1,,,1,,2,2,2,`1,1,1,1,1,1,1,1,,,,,,1,1,1,1,,1,1,1,1,,,1,1,1,1,1,,1,,,,,1,,1,,,,1,,2,,,1,,1,1,2,,2,,1,1,1,1,1,1,1,1,1,2,1,2,,2,1,1,,1,1,1,1,1,1,1,1,,1,,1,1,,1,,1,,1,1,1,,,1,,,,,1,,,,,1,1,1,1,1,,1,1,,1,,1,1,1,1,1,,1,1,,,,1,1,,,1,,,1,1,1,1,1,1,,1,,1,1,1,,1,,1,,,,2,,1,,1,2,1,1,,,,1,,,,,1,2,1,1,1,,,2,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,1,1,,,,,,,,1,1,2,2,1,1,1,,1,,,,,,1,2,,1,1,,1,1,1,1,1,1,1,1,1,1,1,,2,,1,1,,1,,1,1,1,1,1,1,1,1,2,1,,1,,,,,1,o,o,o,o,o,o,n,s,o,s,o,s,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,10105,223,249,26,10105,F,1,1,W,W,NA,16,53,17,186,29,19,12,40,20,19,20
10106,english_wg,totlot2,totlot2_18m_10091-.pdf,F,2009-01-21,577,18,Mother,1,1,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,1,,,,,,n,n,,,,,,,1,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,1,1,1,1,1,,,,1,,,,,,1,1,,1,,,1,,,,,,1,,,1,,,,,,,,1,,,,,,1,,1,1,,1,1,,,1,,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,,,,,,,,1,,,,1,,,1,,,,,1,,,,,,,,,1,1,1,1,,1,,1,1,1,1,1,1,,,1,,,,1,,1,,1,1,1,,,,,1,1,,,,,,,,,1,1,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,1,1,,,1,1,,,,,,,,1,,,1,,,1,,1,,,1,,1,,,1,,1,,1,,1,1,,1,1,1,1,1,,1,1,1,1,,1,1,1,,,,1,1,,1,,,,,1,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,s,o,o,n,n,s,o,n,o,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,10106,116,116,0,10106,F,1,1,W,W,NA,17,56,17,113,13,0,0,35,12,12,8
10107,english_wg,totlot2,totlot2_18m_10091-.pdf,M,2009-01-13,563,18,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,,1,1,1,,1,o,o,,,,,,,,,2,,,2,,,,1,,1,,1,,,,2,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,1,1,,,1,1,1,2,2,,1,2,,,1,2,1,1,,,,1,1,1,1,1,,1,,,,,,,,,1,,,,,,,1,1,,1,,1,,1,,,1,,,1,,,1,,1,,1,,1,,1,1,,1,,1,1,1,,,,1,,,1,1,1,1,,,,1,1,1,,1,,,,,,1,,1,,,,,,,,,,,,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,,,,,,1,,,,,,,,1,1,1,1,,,,1,,,,1,,,,,1,,1,1,,1,2,,1,,,,2,,1,2,,,2,1,,,,,,2,1,1,1,1,2,2,1,1,1,2,1,1,,1,,,,,,,,1,,,1,,1,,,,1,,,,1,1,1,,,1,,,1,1,1,,1,1,,,,1,1,1,1,,1,,1,,1,,,,,1,,,,1,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,,,,2,,1,1,1,,,,2,,,1,,,,,,o,o,o,o,o,o,n,n,s,s,n,n,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,,10107,128,146,18,10107,M,1,1,W,W,NA,18,62,16,96,16,8,19,23,6,17,28
